preprocessed_review,sentiment
star star returned dominican republic stayed th st october booked sunscape punta cana grand advised star hotel based year traveling experience comparing hotel stayed previously dominican republic rate star hotel course feel deceived complain able maintenance particularly room lousy ownership change taking place travelplan spanish bought hotel sunscape month ago management switch travelplan january weird arrangement food quality erratic service friendly happens happens entertainment worst experienced inclusive hotelin short stay away,-1
totally detested charlesmark arrived england boston night hoteli trusted tripadvisors comment travel quite extensively wrong time soon walked foyer tell let black grey greeting continued lift passagway yes grey carpet grey wallsinto room grey wall carpet huge mirror greeted high wide wow tiny wardrobe high wide contained foldup chair ironing board totally uselessnowhere store clothes luggage placed floor bed minimilistic moron designed room boxed underside looked pretty totally uselessthe bedside light dimmer wall noone explained guess adjust heightwise turn head light face readingthere large window charcoal grey blind obviously curtainsthe shower grey slate wall dark quarry tiled floorthe lounge grey cream vinyl diamond wall guess colour carpet want wake morning know living prison cell like stay simply understand owner hotel ignore absolute basic travel ie comfort practibility dump,0
['totally detested charlesmark arrived england boston night hoteli trusted tripadvisors comment travel quite extensively wrong time soon walked foyer tell let black grey greeting continued lift passagway yes grey carpet grey wallsinto room grey wall carpet huge mirror greeted high wide wow tiny wardrobe high wide contained foldup chair ironing flat board totally uselessnowhere store clothes luggage placed floor to bed minimilistic moron designed furniture room boxed mirror underside looked pretty totally uselessthe bar bedside light dimmer wall noone someone explained guess adjust heightwise turn head light face readingthere large window charcoal grey blind obviously curtainsthe shower grey slate white wall dark quarry tiled floorthe lounge grey covered cream vinyl diamond wall guess colour carpet want wake morning know living within prison cell like stay inside simply understand owner hotel ignore absolute basic travel ie comfort practibility dump'],0
booked night stop europe reception floorthey certainly delusion grandeur calling resort hotel joking staff miserable smile welcome room average old overhaul view hotel wall breakfast room depressing breakfast nt bother location good money singapore avoid cost,-1
['dump horrible nt stay worst maddening waste money experienced nearly stolen dollar worst hotel experience three yearsthe hotel bill of hotel thing upscale price hotel feel like college dorm freshman dorm clearly old rundown hotel seen cosmetic upgrade itce pretty easy cosmetic hallway dirty poorly lit room door slammed beat feeling secure nervous safety walking hall room proper okay bathroom hadnce enjoyed update feel like staying motor inn stay yuck hotel walkable distance form airport took shuttle half hour pick stood freezing cold late night waited waited waited hotel shuttle came went time shuttle came took ridiculously very long time arrive called twice holiday inn double tree close looked very fine check donce waste money dump hotel walkable distance form airport took shuttle half hour pick stood freezing cold late night waited waited waited hotel shuttle came went time shuttle took ridiculously long time arrive called at twice holiday inn double tree cross close looked fine check donce waste money dump'],-1
['hated place arizona with biltmore extremely disappointing room old probably upgraded furniture broken nt look different lowend park motel second full gripe billing are charged valet parking day no self parked mile long walk charged minibar expense used charged fictitious expense bought gift shop called got charge revoked charged delivering revised figure hotel limited conceirge packed restaurant closed return hotel food menu listed pasta angel hair fresh rom tomato parsley olive oil garlic mustard worst thing earth boiled pasta sun dried tomato thrown burger ordered one came fry ketchup absolute yuk never understood exorbitant fee tagged romantic weekend breakfast lunch cost say worth thatyeah hotel ground pretty sucked honestly hate place star'],-1
hate sterling hotel dallas picture website deceiving hotel dirty bed old cave middle cater truck driver personnel rude stay hotel cost way average total score,-1
stay desperation stamford plaza airport hotel sydney stayed night july pre paid deluxe room floor supposedly refurbished roomsç appear apparent room deluxe trouser press goody plain basic hotel room star deluxe hotel quality asian stopover hotel european deluxe standardsupon checkin said room prepaid took hotel hour telephoning globe pm hour checkin hotel acknowledge room paid reservation manager duty desk manager assistant night manager duty pm hotel night manager hadnçé got clue sort problem leaving flight said reservation resolve tomorrow come supposedly start hotel hotel badly run gust point viewour mini bar item missing checkin took hour send room said past guest fault stolen item checkout warned badly managed establishmentthey restaurant main entrance foyer cold night wind draft main hotel entrance opening closing chilly meal food deplorable selection menu deluxe standard hotel say star food menu staff trainee work experience experience waiter duty serve airport hotel restaurant main evening shift unable cope showed food quality service ended giving bottle wine soup served fact coloured water agreed soup served idea steak tough slice thinly able chew management duty complain wonder hotel bad service donçé care guest itçé airport suppose attitude delayed flight able roomsdonçé book hotel luxury stay quality meal book desperation good hotel sydney choose donçé choose stamford plaza airport hotel,-1
looking novotel xin qiao excellent location right outside metro station beijing transport property easy stayed night disappointment stay stayed economy room maybe got paid bed really old uncomfortable fitting fixture room needing replacement bathroom looked dirty old airconditioning nt work requested room change night right opposite lift noisy room change granted alternative nt better staff restaurant english difficult communicate need lived china month basic communication skill wifi internet initially nt work passed staff member manager finally helped main gripe piano tune lobby unbearable muso standard expect novotel asia,-1
['mouse room husband stayed museum hotel month train started trip europe word back ca nt disappointed hotel got firstly given room because worst hotel tea room stayed sink bedroom room bathroom found small mould room especially bathroom clearly room of previously broken lock is broken asked room floor room marginally better possible mouse room amthis stay hotel currently renovation floor completed want stay dont accept room floor say stay staff quite unfriendly unhelpful'],-1
beautiful beach terrible food sister stayed bavaro beach fall paid little night inclusive pleased ground night club beach absolutely beautiful food absolutely awful advertise different restaurant food different namesauce poured literally exact bad salad bar buffet awful food sitting hour fly buzzing snack shop pizza place tasted worse frozen hungry smuggling croissant bar pool morning end ended eating restaurant palace hotel included decent leaving resort option expensive cab ride didnt know anywayalthough great deal resort awful food ruined trip recommend place decide prepared bring plenty food snack plenty imodium,-1
terrible customer service stayed time location used cheap room room course tiny bathroom closet main room dry shower bruise bumping bathroom wall bed terrible sink straight like sleeping hammock heat donçé winter ask portable heater hassle itbut far worst staff know nothing hotel hospitality supposed work follow police incapable deviating greeted offered upgrade time ask hour late checkout flatly refused worse lie face tell fully booked day room available hour timeç cancel policy try enforce hour dateç hour policy spent hour phone talking different canceled reservation fully booked date easily twice rate reservedthey donçé understand hotel customer service filled general manager formç requested contacted donçé think gm stay nearby hotel upgrade late checkout nicer room cheaper rate,-1
vacation hell stayed day say come eventhough place nice service horrendous got sick food day stupid harleydavidson pool everybody sleeping resting ridiculous service dorm absolutely desastrous got clean towel want mention reservation restaurant really work star hotel,-1
acceptable economy hotel stayed night husband attended conference stay againgood bit reasonable price convenient location ubahn stop safe neighborhood acceptable food adequate servicebad bit bed intended people small plus tall people foot tall foot hung end bed lumpy uncomfortable plus sheet duvet polyester extremely scratchy way warm near hospital siren night longif inclined sleep issue stay got sleep trip spent day wandering daze sleep deprivationmeanwhile husband slept like log lost sleep whatsoever spent night wishing desperately sleep suppressing overwhelming desire poke able sleep,0
awful service currently staying hotel service awful arrived dec th problem room little small expected day husband got sick th eating bad food nt hotel room cleaned day th th night nd got desk saying maid felt room messy clean today bag garbage pizza box floor trashcans room bagging garbage maid nt pick stuff messy maid nt job today rd got phone desk saying room needed cleaned maid knock door ask clean room sleeping asked room cleaned today like woman said rule cleaned ill day sick room cleaned twice ill issue today got bed went couple hour say way staff treated stay enjoyable customer right hotel stay,-1
nervous reading review arrived early thought going leave luggage desk till able check able check early upgraded room partial ocean view plus diamond head room microwave oven sink dish silverware supplied roomthe room clean bed new mattress cleaned room everyday nt coming day leave extra towel staff friendly helpful yes elevator bit dirty yes duct tape rug elevator nt going sleep elevator place bit dated process renovating let tell ca nt beat location block beach shopping restaurant bus stop near catholic church block away trip plan staying agian trip taken april,0
['customer service bad recommend booked online using hotel website called paid expensive rate breakfast caruso restaurant cafe morning arrived caruso canteen restaurant unfriendly woman asked what room number said paid cheap first breakfast downstairs cafe told correct paid expensive breakfast caruso restaurant phoned reception told paid cheap breakfast downstairs cafe livid knew paid expensive option took it family went hotel room printout booking confirmation showing caruso breakfast option prepaid marched downstairs reception reception agreed went caruso restaurant breakfast eventually got restaurant family extremely angry dismal way treated terrible start day really ruined hotel stayi breakfast fight complete rubbish cheap longlife orange juice sparse unappetising buffet wondered cheap breakfast cafe like felt glad paid worse inediblelater morning lady arrived room check minibar stayed opened minibar door walked room leaving minibar fridge hotel room door wide open left room called ask coming going leave fridge door open like said going beer return returned beer minibar charge told taken minibar said check replace missing item walked room time left outer door minibar wide open expects guest close minibar door avoid false charge chekout went reception told taken minibar make sure charged at checkout said deal itat checkout guess heard yes minibar item discussion previous day reception complete waste time luckily checkout minibar charge removed nt want leave problem greater suspicion telling truththe hotel corridor dark ugly dated inside room surprisingly betterto conclude stay marred completely dreadful customer service staff appear received training customer service appears offered understanding staff make stay enjoyable make annoying turned away breakfast room produce proof eligibility unforgivable result recommend hotel'],-1
bad service deeply disappointed service promised specifichotel room arrived said type room hotel confirmation sent marriot stated given room promised attempt madeby hotel fix situatuion,-1
hotel get star hell star venue depressing calamity arriving hotel felt sick stomach actually ended house truly awful place worse hotel experience dirty shoddy place looked like film set garish new york multiple murder story kiddingread review save sanity,-1
decent place stay price bed right bathroom max step,0
worst honeymoon trip worst honeymoon trip nt go service desk terrible food wa nt great okay italian good sea food okay bit lobster tail wow entertainment terrible like sheet changed everyday bad thing maid good guess sheet bed eveyday got bite,0
recommend argonaut hotel disappointed recent stay research opted stay argonautthough suitable hotel certainly high caliber expectedthe interior bit overboard dismalthe staff biggest disappointment stayed hotel world presented surly staff stay argonaut demanding guest rude imagine shock staff member hung phone conversation initiated requesting hair dryer working order sent room guest service demanding career choice job hand host career option suitable think couple member staff argonaut need contemplate respective career choice,-1
loud poorly built starwood platinum member believe starwood allows property operaterooms dirty desparate need renovation different suite ended tranfering regular room quiet sound proofing terrible room hear bar noise nightthis hotel good single traveler want late night bar scene downstairs expat men exacting traveler stick season marriott door nicer roomsthe hotel nice location staff kind really make poor construction failure maintain propertyi,-1
okay good went hotel hotel staff greeted shocked smileing happily properly swiftshould hotel bathroom small bigrooms small oldliked price service disliked room,0
['stay at home instead build sick resort scratch terrible awful food untrained by staff damp dark dining room broken beach chair watered dog drink two grostesquely obese tatooed out guest list please go for indefinetelythe absolute worst hotel wife child agree your return'],-1
['going year got dr at night stayed oct 21 mixed emotion arrival reading negative review proven wrong took minute arrive resort arrival recieved tip notch vacation service group speak spanish thing hello humid place drink lot time fluid wonderful service resort people friend hotel worker kind countryside got nt charge went long lost buddy got free island tourist dream definitely touch return oh yeah speaking sick good rest family returned with extended stay'],0
bad choice agian booked hotel website trusted good hotel arrived starter light falcon plaza sign half working thought oh thats bad sign arrived room extremely small pokey dingy bathroom extremely tiny carpet throughtout old shabby place stank lift year old far away main area,-1
avoid save money overpriced hotel stayed nt include breakfast wall paper actually hear people urinating room disgusting morning maid woke shouting hall standard cleanliness non existent entire stay used plaster stuck shelf mirror half cardboard anti slip mat stuck bath positive bed fairly comfortable pointless noisyeven ear plug basically paying location young nt mind using public transport advise staying minute paying half money,-1
aussie aussie aussie arranging viewing hotel whilst business bali like air view property reason viewing arranged large party friend family stay dynasty april th birthday party people attendingi shocked bland reception duty manager mind probably mood sorting unhappy customer allocated room arriving hotel hour earlier gentleman son complaining room stunk smoke specifically requesting non smoking room finally minute wait turn view hotel shown lovelly conciegebell boy speak word english limited indonesian right pair sign language shown type room suggest booking hotel homework request exactly room new room overlook entrance mile pool lot building going laneway entrance resort make impression hotel ooohthe room really keen suite bitterly dissapointed corner building overlooking pool noisy walked door suite greeted man loud speaker perched platform right opposite future balcony annoucing bombing competition australian sing australian anthem suite fake timber click clack flooring cigarette burn furniture floor going noisy hotel overun aussie kid need complete overhaul foyer room pool small kiddy club overun kid tower desperate need paint looked like old water tank overall hotel complacent aussie going stay check price hotel cheaper higher star rating far better facility travel agent book straight hotel kid come rockingham aussie rockingham people,-1
terrible service nt stay friend decided stay hotel reading review new york time unfortunately stay turned horrible experienceon day hotel asked desk book tour following evening assured taken care morning dropped desk check status tour told booked report lobby evening tour came evening told tour booked angry disappointed plan fall decided try asked desk book tour day time tour booked desk quoted wrong price repeatedly told cost checked twice make sure correct end tour guide told cost tour person felt disgusted let incompetence hotel deskin addition went desk make known bad experience encountered couple hotel lost luggage forgetting room brought roombyroom search locate luggage people encountered allocated room allocated incompetence terribly unseemly hotel positive review various placesthe final insult asked manager make concern known manager question treated utmost disrespect brushing comment taking seriously response want book hotel conclusion experience hotel el convento complete nightmare writing review warn fellow traveler terrible service hope awful experience friend,-1
['dirty budget bed bug has stayed good friend day jan say place dump understatement place shower floor wasnt curved water ran right bathroom room given all worst room kept entire building plan staying stay section thing hotel cleaning came time day seriously not doubted cleanliness sheet pillow towelsyou think im overreacting little right think make thing worse friend emailed saying rash body cant say rash hotel arena wouldnt discount a fact for judging cleanliness room hotel cleaning for bathroom pillow towel budget cheap wellword wise stay pay extra money stay quality place 2 know no time p staff overall pretty rude'],-1
['awful incredibly disappointed hotel nt ruin trip san francisco staying hotel shabby air revenue conditioning all kind window open air mean hear street noise traffic city street furthermore beautiful open to window raining noisy let bunch fly back rid room smelly shabby noisy my way recommend san santa francisco time year year honestly tell of better place stay short price lovely city avoid place'],-1
nt let whitewash fool lobby look spectacular marble light floor decore old falling apart cheap interior room old used furniture king size bed simply double bed pushed water presure awful shower height built short person parking nonexistent unless want pay day valet pool tiny spa area joke prepared pay parking overpriced breakfast ihop block coffee room cable tv channel small tv setno view oceango money,-1
['unexpected cancellation penalty free coral princess hotel charming hotel good location friendly conscientious staff staffbut head upif cancel day prior arrival charged entire stay night rent deposit wish leave arrival early charged entire entire stay booked rental rate daily later learned to include combined basis daily day charge internetcontinental ticket breakfastcable tvetc'],-1
['good bad good location block pike place marketshuttle service take visitor locationsclose shopping floor lot eating establishmentshuge room bedroom suite kitchen door opened small concrete patiogreat breafast buffet included cheese with omelet sausage make waffle cereal milk fruit juice pastry yogurt oatmeal door convention centercomfy bed clean bathroomthe bad reservation said room jetted tub inquired nt said a primary reason chose hotel downtown to seattle option reservation ca nt saw deliver reservation month prior to hotel reservation websitewe requested quiet room fourth floor facing boren street hill really floor traffic window insulated door traffic noise horrible sound sleeper used type thing problem sure request room face inner courtyard outdoor car pool room showing wear car nt shabby category mold door track outside patio'],-1
worst hotel slept end hotel april attending conference san juan hotel advice hotel available room puerto rico simply look destination caribbean stay home place horrible breakfast rubbish room dirty dark shower like expect prison building dismal lack amenity swimming pool like bathtub neighbor little noise prepare sleepless night wall like paper location terrible appalling experience price better hotel united state caribbean,-1
disappointed return hotel amsterdam twice stayed damrak previously decided rebook time round got nice contemporary design room clean looked perfect taking mid day rest return hotel got room time forgot straight room dirty nt really pattern carpet cry cleaned year guess evidence vermin eating away skirting little scary aircon broken complained told fixed hmmm time round service desk come expect infact quite dismissive concern number item advertised booking missing room eh working aircon hairdryer team electricity socket coming away wall light fitting exposed wire missing light bulb missing remote control tv cigarette buts toilet arrived rancid butter breakfast buffet coming reviewed hotel time round got stayed fawlty tower end hotel left thoroughly disappointed hotel saving grace location convenient min stroll dam square surrounding shopping street nt believe got value money establishment mainly way complaint handled nt consider staying,-1
avoid country booked fourday family easter break visit royal easter sightseemost disappointing hotel packed capacity room small dirty needed coat paint good scrub bed bug cold shower morning wall container shower gel soap shampoo complimentary breakfast ran seating food morning stayed previously enjoyed repeat customer thought patronage rewarded camping preferable endured cheaper hotel encountered bed bug travelled extensively australia overseas complained leaving management empathy busy easter period excuse,-1
['disappointing experience first stayed with sofitel amsterdam july disappointed period nt usual sofitel hotel standardthe staff particularly friendly room tired dark gloomy considering time rate expected but higher standardthis beautiful hotel chosen location convenient amsterdam nt recommend no reasonthe bed a gloriously soft comfortable feature fellow traveller experienced'],-1
['door noisy noisy noisy start hotel problematic fault major construction going street lot noise jam started lot traffic noise given room right lobby face busy street lobby heard time came place ring bell street level buzzed heard bed crammed close window it fell everytime needed big complaint red light bathroom covered red tissue paper glow red kind hard feel makeup look bathed red pretty good deal surprised parking lots nt included fact quoted had different admission price trip online tickets arrived higher checked nt know in thought based information read reservation at website nt bother continetal breakfast meager tea water tea choice bad luke warm water lipton line look hotel'],-1
['cesspool inn carribean booked trip apple vacation nt recommend travel advice resort construction going right resort building service desk waiter horrible supposed working man food bland food disgusting resident including wife ill eating food not resort purposely refused overbooked maid given leave room purchased room rented with supposed building manager paid order room paid pay extra beach bed beautiful ample sun'],-1
noisy depressing stayed day january great location approx minute ponte veccio hotel noisy building work going till midnight complaining morning staff displayed attitude room breakfast depressing dark daylight curtain remain firmly reminded funeral parlour breakfast feature lot stale bread stay typical tourist hotel better florenceclaudia chris,-1
cigarette smoke booked hotel reasonably priced hotel staying booked stay exclusively holiday inn hotel figured ok despite report location trip advisor hotel little north commercial seattle really nt problem location site seeing away area appeared newer hotel oldest bed hi express stayed worn hear spring time movedthe biggest disappointment hotel smoke free known likely booked room farthest smoking wing smell smoke room sure nonsmoker quite unpleasant mention nt thrilled child exposed smoke nothing smoker hotel probably better complete floor smoking nonsmoking smell nt travel hallwaytwo minor inconvenience fact washer dryer laundry business office desk good size dining room breakfast morning niceoverall nt worst hotel stayed likely stay cigarette smoke uncomfortable bed,-1
['barcelo palace nightmare room ground floor broken lunch doors safe inside room valuable including lost passport pryed hatch open crow bar happened hour arrival faciliity checking safe cash management safe left aid day dollar left id unable money wired to american express check nt leave home not forget dr considerate security risk billed crook stay refuse refund compensation doubt crime committed hotel as staff member'],-1
way priced admit resort beautiful entertainment lousy food okay waiter restaurant rude activity dinner staff ate food afternoon luncheon hot dog burger nothing beach guest left nothing evening dinner beach quaint unorganized personal item stolen know fault advertised bed turn chocolate pillow night nt refill coffee water refrigerator clean towel think place bargain price,0
disappointing review company website photo led believe star outfit stayed quay west sydney week bedroom harbour view apartment far reality despite numerous positive feedback trip advisor surprised poor experience serviced apartment positive harbour view excellent proximity hotspot close rock circular quay negative extremely poor concierge service helpful time rude housekeeping attention time missed cleaning bathroom old basic furnishing quality hotel standard stain sofa cushion mediocre room decor ordinary basic bathroom stain shower old ripped towel poor air conditioning hot cold expensive star cost star establishment view small scale operation asked settle stay check date indicates low level operation summary merely looking view convenience nt care ok place base sydney vacation traveled bit used hotel standard high service level disappointed future make sure stick household name certainly staying,-1
avoid hotel husband travel time yr world say worst hotel stayed inwe given room hotel small small window looked brick wall old fashioned red shag pile carpet looked like hadbeen year stain wall bed linen damp bathroom disgrace mould tile cold running water tried change room room available foran extra euro happy pay room offering smaller single bed lay head head wall nt refund stay stuck roomwe nt stay breakfast nt wait outalthough location good strongly advise stay,-1
['read bug look beautiful hotelpoor serviceno english too hard want need i horrific saw bad a bite and needing medical attentionit hard enjoy itchy sunday day night people love said bed you open door sit outside eat outdoor restaurant eaten alive counted bite girl bite me spend money look real pretty verify nancy franklin philbrick'],-1
terrible desk staff ana management bought ticket wife daughter vip feature desk people handling time coming going passenger wrong type room hour lining check coming going inspect room pay extra room reserved place superivisor sight willing help staff rude uncaring accepting dollar bribe solve problem luck like drinking water ac smelly room working toilet broken tv etcthere staff help luggage experienced hotel like stay away hotelthe food restaurant staff good drink terrible,-1
parent read booking travelling internationally extensively year earth visited caribbean time experience need begin saying star resort imagine rate stayed star resort sorry best fair list good aspect nt stop read wo nt beleive hear good pool massive nice shallow end kid beach nice wavy beach pool chair hard come drink easy come better average alcohol beer available presidente bad oceanview room really nice view highly variable depending building located cancun building mosquito bad parent beware kid club totally unacceptable boy aged reluctant went program arrived sharp high hope kid fun parent basically pushed kid door turned tail guess minimize remorse quickly profiled go club decided stay background outside club sight approximately minute year old came wandering activity room common area door resort free wandered rocky ocean coast pool picked returned club question go unattended allowed wander response franglish dey duh furst day questioning lady charge theresa go manhandling year old cry child moderate roughness taking hold force throwing shoulder pulling short year old reasonable kid articulate said lady mean kid club really nt leave kid stranger leave foreigner foreign country shame trying day passed loud screaming cry eminating kid club older kid fun little one hell cockroach size thumb bathroom closet bathroom horribly filthy moldy smelly guest primarily french new jorkers previously considered fan french plain rude pushy appealing midwestern boy new jorkers literally push way blintz bagel downright nasty rude inconsiderate loud obnoxious foul mouthed new jorkers restaurant forced sit whomever go choose seat usually french family fine talking generally looked usual disdain american defended french despite terrible reputation wrong food massive quantity slop seriously tang orange juice instead wine beer breakfast real orange juice nice room small piece furniture sharp edge door secured little one opening door fridge warmer room foul odor tv got italian french spanish channel night hockey game espn gone resort long walk matter housed stroller couple kidsempty nester hell screaming kid everywhere management attempted meet manager phillipe twice address concern regarding kid club turned away mr phillipe bizy rot noif booked dump try cancel book resort huge disappointment spend little money americanized resort nicer location,-1
['stayed excellence club worse vacation wait room greenwater hottub room water overflowed shower black hair robe long blond toothpick hidden sandwich went cause infection face restraunts ok seafood good french restraunt yuck natural italian restraunt yuck flower scent coconut fruit spicy pineapple bland apple vacation rep use disco dance night time entertainment pm tip let say far ant city mosquitosa live room tip let know service suck people doctor when med gave you day it later started work ice floor list problem let say people domican work nice stuck bad management'],-1
caribe club princess firstly tropical princess caribe club princess difference offer extra visit allacarte restaurant main food hall swimming area club kid sameoff bad start moment arrived hotel room upgrade paid nt available hotel receptionist refused believe rep nt help saying thompson uk nt inform according receptionist room upgraded nt exist wife managed dig confirmation paperwork rep believe hey presto room upgraded exist availableon arrival room extremely disappointed sheet dirty grey colour creased recently slept blanket old worn threadbare large water stain ceiling bed main bedroom wardrobe room door stuck fast nt moved hanging main door large gap frame space wall investigation walking hotel noticeable condition present roomsused total magnetic key week stay continual problem gaining entrance roomhad complain enmasse arrived day safe key carry valuable hour way safe key pay week service free hotelsthe food boring offered little change evening felt sorry week nt confirm day left thought seen rat eating areathe rep rarely site fault entirely thomson given location look supervisethomson site record flight upgrade paid told possible requested upgrade return overnight flight make expense thomson uk fax confirmation hotel copy given repthe large thomson rep airport nt believe upgraded rep check thisthe pool area nice said large pool plenty sun bed availability easy access beach plenty sunbedsin stayed north riu mambo thomson resort spend extra stay instead worth wish,-1
horrific overrated hotel disappointed hotel second walked property thing progressed bad horrible checkin excruciatingly slow reception employee pleasant nt know say waited minute room showed room map looked really far away asked closer said none available said compensate distance given special luxury room whispered room go night ha joke turned walk outside room connect main building degree outside bell hop available help numerous suitcase sweating time minute later got room room joke tiny poor decor way worth night let trudged reception desk explained dissatisfaction esp distance lo behold room suddenly available bit walk manageable nightmare started second day discovered late night closet flooded clothes shelf hanger soaked midnight manager said send pick clothes dried explained husband nt clothes left closet got laundry item missing advised desk manager said follow minute hour later went desk chatting joking employee nt begun checked hour later said nt know happened laundry manager morning explained manager got advised room wrote note effect leave laundry manager guess awakened furious clothes called tell missing end clothes recovered explanation whyon ridiculously overpriced bottle coke stick deodorant room service extortionate food deli restaurant restaurant closed duration stay mediocre best service bar slow staff generally inexperiencedthe worst billing checkout twice delay departure getting settled worse group excess unexplained charge credit card dozen reported billed additional amount recenlty week month stay overall worst hotel stay free,-1
return estherea stayed hotel time night time stayed room floor ok quite impressed rebooked stay flight amsterdam time disappointing room stayed ok size noisiest floorboard bad hardly slept guest moving stayed room overlooking internal courtyard fourth floor reception area quite cosy coffee machine breaking staff mixed bag pleasant helpful young lady terribly grumpy man reception make sure check leave people check charged breakfast nt quest meeting complaining grumpy man overcharged hotel totally lost returning,-1
['world famous speaks english love read complaint people visit hotel national nt speak english beijing resident people come visit new york city hotel people speak mandarin lot chinese world understands american culture hotel excellent choice star design little expensive star city location perfect minute best walk for time square shopping areamy warning beijing general nt try cross street driver worse seen stop pedestrian and bicycle'],0
['definite stay away terrible dish food customer service emergency yes safe beach beautiful pay star resort'],0
['horrible service stayed at adagio night holiday california location be excellent to close union square restaurant bar room worth it price unfortunately experienced problem really spoiled staying adagio placed room queen size bed locked instead room king size bed booked wc room order nt flush took hour desk call serviceman conclude solution change room room air condition noisy impossible non working key card minor compared wc air condition noisy problem happen meet unfriendly incompetent rude customer service really bad nt want it decide stay adagio prepared fight pay avoid joel desk rude person met hotel'],-1
new year westin sydney previously pointed member summarize westin sydney follows plus locationplus room decoration general comfortplus baggage staff luggage deliveryminus concierge serviceminus price quoted dec till jan average aud hotel worth service follow expectation looking price decided book spg point advised room size service level definitely worth aud nightminus service express basically useless answer question confirming rating memberminus contrary member evaluation concierge rank average tried concierge desk insufficiently staffed fails pick call know transportation taxi mate restaurant thought golden key concierge proudly wear result year experience training westin sydney failed deliver concierge promise particularly annoying trying save time effort using concierge service minus confirm staff trained giving overall impression shallow service level maintained provide illusion star service scratch surface service poor useless,-1
omni shmomni family visited sf stayed omni requested rollaway bed given inflatable bed stayed signature room suposed upgraded furnishing amenity upgraded price called hotel directly time confirm make sure request king bed rollaway bed received thought cleaner deluxe room stayed previous visit carpet stained place furniture need refurbishing light fixture bathroom caked dustthe mgr understand inflatable bed unaccepatble moved mini suite effort hour forthyou know room long narrow small window dirty dreary bowl rotten fruit silver bowl waiting bathroom worse tub huge mildewed cracked shower weird wooden bench bar called mgr tell ok told handicap suite kingsize sofa bed dirty musty linen took inflatable bed happythe doorman aggressive turned tip usalso join select guest called confirm reservation got nothing think fake review hmm,-1
['rooms hotel agora unsafe door beware room hotel agora safe uncomfortable screen window air conditioning mosquito infection rampant night chill bitten on head toe nt door unlocked room opening particle board lock and flimsy desk security nonexistent robbed hotel door nothing help nt stay unsafe'],-1
['long disappointed day unpleasant stay hotel very far head level room expected money paid room modestely furnished oldfashioned bathroom internet connection order satelitte channel status limited hotel lobby for breakfast night average limited variety street noisy hardly sleep day with night husband suffers severe backache unhealthy straw mattress bright kind smiling staff wish best probably higher standard hotel not definely fit better recommend hotel spite central location tram taxi available'],-1
nt married riu bambu stayed hotel june got married ground hotel june thompson holiday tell building work wedding gazebo foot away building new hotel complex assured builder stopped wedding work covered palm leaf arrived gazebo day wedding dead palm leaf builder banging crashing sat wall enjoyed wedding vow drowned noise coming building site left wedding video ill ear infection diahorrea vomiting child taken hospitalwe witnessed waiter drinking glass putting clean one taking sip handing gueststhe evening entertainment unprofessional competition bambu bambu comprising cheap laugh vulgar behaviour year old daughter ended man hairy backside facenot idea star entertainment dream wedding location,-1
['loud poorly built guests starwood platinum member believe starwood allows property operaterooms dirty desparate need renovation different suite ended tranfering and regular room quiet sound proofing terrible forbidden room hear bar of noise nightthis hotel good single traveler want late of night bar scene fun downstairs expat men exacting traveler stick no season not marriott door nicer roomsthe hotel hotel nice no location staff kind really make poor construction failure maintain propertyi'],-1
resort came home staph infection vacation great staff excellent got fiance gotten staph infection infection multiple trip doctor different antibiotic fiance staph infection cleared trip doctor antibiotic infection month later doctor said chlorine poolshot tub called communal bath infection contacted resort nt gotten response resort beautiful really need question cleanliness say nt drink water really nt touch,-1
['dated property desperate need update frequent traveler loyal member marriott chain hotel far worst property encountered staff friendly accommodating way condition property standard marriott courtyard experienced exterior reminded older building communist controlled country eastern germany drab dated dirty sure window general exterior cleanedthe hotel staff gracious upgrading room disappointed worn stained carpeting carpeting pulling away wall bedroom extremely small television remote monitored working clock bathroom small tiny shower flimsy shower heated curtain small vanity barley hand held soap washclothscothing morecs result forced dress shave outside bath room bathroom door kicked badly nicked attempt hotel repair upholstery room dated curtain bad need cleaning moved emitted significant amount dust dirt courtyard property offer complimentary internet access assist service property charge internet appears sporadic availability tmobile lobby hotspot access difficulty told trying enhance service similar problemsas mentioned review property far east central frankfurt weekend required minute wait catch bus train station wait train taking nearly hour city cab euro understand situation ramada converted marriott courtyard given clear answer hotel refurbished marriott acquired year ago concerned hotel print customerce credit card report number check period summary invoice credit cardce expiration date card memberce address definite concern work trying avoid identify theft misuse credit cardsall recommend enjoy marriott property to stay central frankfurt cheap book ticket train airport worth complimentary shuttle provided hotel'],-1
['mouse of room husband was stayed museum hotel month started trip to europe called word ca nt disappointed hotel firstly given room a worst hotel room stayed there sink bedroom bathroom small mould room especially bathroom clearly room previously room broken lock broken asked room floor room marginally better for possible mouse room amthis hotel currently on renovation floor completed want stay dont accept room with floor say stay staff quite unfriendly unhelpful'],-1
terrible service overall disappointing room hotel dirty rundown stain carpet patio littered glass trash cigarette buts additionally hole dry wall pool filthy beach accommodation pool beach certainly disappointing aspect stay service hotel absolutely appalling asked repeatedly evidence staying hotel belong obnoxious insulting service restaurant bar casino poor best night waited minute waitress drink order finally price resort outofsight bottle sunscreen sell local grocery store acquainted outlandish resort price price wyndham san juan far surpass seen,-1
